"행정구역","2025년01월_계_총인구수","2025년01월_계_연령구간인구수","2025년01월_계_0~9세","2025년01월_계_10~19세","2025년01월_계_20~29세","2025년01월_계_30~39세","2025년01월_계_40~49세","2025년01월_계_50~59세","2025년01월_계_60~69세","2025년01월_계_70~79세","2025년01월_계_80~89세","2025년01월_계_90~99세","2025년01월_계_100세 이상"
"경기도 구리시 동구동(4131052000)","35,346","35,346","1,868","3,237","4,629","4,415","4,924","7,056","5,486","2,330","1,222","175","4"
"경기도 구리시 인창동(4131053000)","23,718","23,718","1,482","2,141","3,065","3,290","3,573","4,334","3,392","1,585","762","93","1"
"경기도 구리시 교문1동(4131054100)","14,659","14,659","462","896","1,677","1,824","1,997","2,834","2,850","1,368","673","76","2"
"경기도 구리시 교문2동(4131054200)","20,824","20,824","1,164","2,303","2,571","2,367","3,120","3,938","3,187","1,383","699","88","4"
"경기도 구리시 수택1동(4131057000)","16,677","16,677","803","1,079","2,174","2,485","2,251","3,080","2,884","1,279","569","71","2"
"경기도 구리시 수택2동(4131058000)","24,171","24,171","905","1,658","3,009","3,108","3,097","4,620","4,527","2,169","947","128","3"
"경기도 구리시 수택3동(4131059000)","21,051","21,051","1,066","1,888","2,594","2,825","3,167","4,080","3,085","1,476","752","114","4"
"경기도 남양주시 (4136000000)","732,191","732,191","49,811","78,813","79,665","84,575","123,694","130,068","101,819","54,398","25,488","3,739","121"
"경기도 남양주시 와부읍(4136025000)","58,202","58,202","2,789","6,466","6,672","5,489","8,686","11,310","8,718","5,087","2,603","369","13"
"경기도 남양주시 진접읍(4136025300)","95,355","95,355","5,762","11,283","10,533","9,773","15,531","17,573","13,658","7,208","3,510","511","13"
"경기도 남양주시 화도읍(4136025600)","63,759","63,759","3,267","6,559","7,186","6,088","10,374","12,550","9,602","5,280","2,516","326","11"
"경기도 남양주시 화도읍동부출장소(4136025700)","13,017","13,017","980","1,381","1,175","1,436","2,268","2,241","2,024","976","430","104","2"
"경기도 남양주시 화도읍남부출장소(4136025800)","35,643","35,643","2,508","4,247","3,638","3,638","6,412","6,655","4,691","2,504","1,196","150","4"
"경기도 남양주시 진건읍(4136025900)","20,201","20,201","594","1,386","2,212","2,022","2,293","4,067","4,336","2,072","1,033","178","8"
"경기도 남양주시 오남읍(4136026200)","51,146","51,146","2,360","5,554","6,462","4,801","7,826","10,843","7,133","3,846","2,023","292","6"
"경기도 남양주시 퇴계원읍(4136026500)","26,918","26,918","1,071","2,156","3,071","2,981","3,361","5,099","5,271","2,537","1,211","156","4"
"경기도 남양주시 별내면(4136031000)","18,060","18,060","698","1,587","2,026","1,511","2,372","3,744","3,118","1,829","1,034","133","8"
"경기도 남양주시 수동면(4136034000)","8,516","8,516","197","479","601","619","850","1,622","2,092","1,256","638","157","5"
"경기도 남양주시 조안면(4136036000)","3,781","3,781","103","207","305","300","414","699","933","531","252","35","2"
"경기도 남양주시 호평동(4136051000)","55,738","55,738","4,291","6,964","6,032","5,832","10,746","10,086","6,224","3,645","1,686","226","6"
"경기도 남양주시 평내동(4136052000)","37,440","37,440","2,538","4,585","4,516","4,320","6,489","7,112","4,305","2,292","1,110","168","5"
"경기도 남양주시 금곡동(4136053000)","17,118","17,118","393","841","1,767","1,921","1,809","3,159","4,066","1,945","1,053","159","5"
"경기도 남양주시 양정동(4136054000)","2,393","2,393","75","91","254","267","225","453","596","271","143","16","2"
"경기도 남양주시 다산1동(4136054500)","105,531","105,531","11,648","12,359","10,320","16,789","21,562","14,039","10,317","5,860","2,305","320","12"
"경기도 남양주시 다산2동(4136056500)","36,482","36,482","3,550","4,426","3,673","4,465","7,684","5,979","3,979","1,865","743","116","2"
"경기도 남양주시 별내동(4136057000)","82,891","82,891","6,987","8,242","9,222","12,323","14,792","12,837","10,756","5,394","2,002","323","13"
"경기도 풍양출장소 (4136200000)","0","0","0","0","0","0","0","0","0","0","0","0","0"
"경기도 오산시 (4137000000)","242,618","242,618","18,398","26,523","28,927","38,388","45,994","39,368","26,723","11,925","5,588","768","16"
"경기도 오산시 중앙동(4137051000)","33,500","33,500","2,567","3,921","3,856","4,374","5,944","5,923","4,052","1,834","916","112","1"
"경기도 오산시 대원1동(4137052300)","45,761","45,761","2,563","4,538","6,709","6,617","7,797","8,344","5,510","2,419","1,126","134","4"
"경기도 오산시 대원2동(4137052600)","24,435","24,435","2,434","2,909","2,516","4,484","4,953","3,678","2,072","930","408","50","1"
"경기도 오산시 남촌동(4137053000)","28,279","28,279","2,244","2,016","3,477","6,609","5,845","4,034","2,449","1,065","473","65","2"
"경기도 오산시 신장1동(4137054300)","34,797","34,797","2,261","4,748","3,830","4,350","6,904","5,537","4,039","1,980","1,008","137","3"
"경기도 오산시 신장2동(4137054600)","22,862","22,862","1,905","2,744","2,298","3,071","4,615","3,566","2,802","1,267","511","82","1"
"경기도 오산시 세마동(4137055000)","31,541","31,541","2,778","3,517","3,797","4,957","6,093","4,887","3,366","1,389","637","117","3"
"경기도 오산시 초평동(4137056000)","21,443","21,443","1,646","2,130","2,444","3,926","3,843","3,399","2,433","1,041","509","71","1"
"경기도 시흥시 (4139000000)","517,511","517,511","40,844","51,578","60,672","75,129","90,974","93,282","66,822","24,813","11,454","1,892","51"
"경기도 시흥시 대야동(4139051000)","41,981","41,981","2,781","3,134","5,158","6,196","6,035","7,790","6,971","2,535","1,158","219","4"
"경기도 시흥시 신천동(4139052000)","33,195","33,195","1,095","2,216","4,488","3,895","3,804","7,275","6,621","2,481","1,153","158","9"
"경기도 시흥시 신현동(4139053100)","9,036","9,036","270","528","1,038","955","938","1,929","2,057","849","404","66","2"
"경기도 시흥시 은행동(4139054000)","54,615","54,615","5,494","6,305","5,555","7,533","10,640","8,770","6,579","2,519","1,029","188","3"
"경기도 시흥시 매화동(4139055000)","11,265","11,265","446","918","1,325","1,094","1,441","2,406","2,038","982","520","93","2"
"경기도 시흥시 목감동(4139057000)","40,969","40,969","4,076","4,262","3,356","6,144","8,252","6,003","5,414","2,362","928","166","6"
"경기도 시흥시 군자동(4139058100)","21,693","21,693","1,106","1,985","2,421","2,451","3,553","4,257","3,586","1,507","712","113","2"
"경기도 시흥시 월곶동(4139058200)","17,475","17,475","1,082","1,548","1,927","2,456","3,024","3,309","2,443","1,057","533","96","0"
"경기도 시흥시 정왕본동(4139058900)","17,783","17,783","713","1,011","2,215","3,133","3,550","3,682","2,371","748","306","53","1"
"경기도 시흥시 정왕1동(4139059100)","20,893","20,893","890","1,700","3,701","2,707","3,701","4,234","2,651","860","381","65","3"
"경기도 시흥시 정왕2동(4139059200)","27,081","27,081","1,426","2,990","3,749","3,127","4,394","5,934","3,579","1,126","659","97","0"
"경기도 시흥시 정왕3동(4139059300)","21,515","21,515","1,046","1,950","2,412","2,703","3,905","4,712","3,195","1,027","499","61","5"
"경기도 시흥시 정왕4동(4139059400)","19,655","19,655","1,037","2,237","3,021","2,228","2,968","4,354","2,504","756","471","78","1"
"경기도 시흥시 배곧1동(4139059600)","35,195","35,195","4,500","5,186","3,040","5,341","8,249","4,947","2,748","816","318","45","5"
"경기도 시흥시 배곧2동(4139059700)","35,548","35,548","3,514","4,592","5,024","6,367","7,467","5,225","2,475","624","223","36","1"
"경기도 시흥시 과림동(4139062100)","1,786","1,786","48","38","112","161","152","288","566","295","110","16","0"
"경기도 시흥시 연성동(4139063000)","23,902","23,902","1,633","2,263","3,236","3,191","3,413","5,031","3,087","1,236","704","107","1"
"경기도 시흥시 장곡동(4139063100)","46,766","46,766","5,787","5,380","4,640","8,521","8,634","7,038","4,361","1,608","682","112","3"
"경기도 시흥시 능곡동(4139064000)","26,231","26,231","2,463","2,719","3,158","3,943","4,184","4,769","2,971","1,293","617","111","3"
"경기도 시흥시 거북섬동(4139065000)","10,927","10,927","1,437","616","1,096","2,983","2,670","1,329","605","132","47","12","0"
"경기도 군포시 (4141000000)","255,533","255,533","13,540","22,954","31,505","34,867","36,897","46,389","40,849","17,749","9,042","1,712","29"
"경기도 군포시 군포1동(4141051000)","31,401","31,401","1,390","2,183","4,364","4,271","4,208","6,007","5,524","2,284","998","169","3"
"경기도 군포시 군포2동(4141052000)","41,312","41,312","2,365","4,408","5,140","5,107","6,199","7,666","6,554","2,531","1,132","209","1"
"경기도 군포시 산본1동(4141054000)","14,466","14,466","397","612","1,882","2,162","1,629","2,477","2,952","1,522","706","126","1"
"경기도 군포시 산본2동(4141055000)","25,040","25,040","1,488","2,468","2,856","3,222","3,630","4,433","4,210","1,719","843","165","6"
"경기도 군포시 금정동(4141056000)","18,931","18,931","785","1,131","2,614","3,002","2,570","3,460","3,342","1,362","578","85","2"
"경기도 군포시 재궁동(4141057000)","17,085","17,085","673","1,074","2,162","2,824","2,176","2,932","2,849","1,396","831","167","1"
"경기도 군포시 오금동(4141058000)","19,961","19,961","1,165","1,729","2,369","3,323","3,023","3,472","2,821","1,202","732","125","0"
"경기도 군포시 수리동(4141059000)","15,075","15,075","603","1,258","1,731","1,872","2,061","2,783","2,459","1,297","843","166","2"
"경기도 군포시 궁내동(4141060000)","19,537","19,537","1,202","2,736","2,345","1,920","3,158","3,922","2,436","1,022","658","135","3"
"경기도 군포시 대야동(4141061000)","9,118","9,118","437","811","943","1,095","1,238","1,775","1,593","816","338","71","1"
"경기도 군포시 광정동(4141062000)","23,235","23,235","1,112","2,256","3,110","2,985","3,177","4,457","3,425","1,492","984","230","7"
"경기도 군포시 송부동(4141063000)","20,372","20,372","1,923","2,288","1,989","3,084","3,828","3,005","2,684","1,106","399","64","2"
"경기도 의왕시 (4143000000)","154,351","154,351","10,820","12,893","18,114","22,473","21,604","26,592","25,121","10,827","4,934","944","29"
"경기도 의왕시 고천동(4143051000)","13,709","13,709","1,167","770","1,505","3,646","1,635","1,488","1,928","1,040","428","97","5"
"경기도 의왕시 부곡동(4143052000)","29,203","29,203","2,178","2,181","3,268","4,660","4,093","4,772","4,449","2,136","1,240","222","4"
"경기도 의왕시 오전동(4143053000)","33,552","33,552","2,049","3,232","3,992","3,815","4,854","6,172","5,721","2,556","989","169","3"
"경기도 의왕시 내손1동(4143054000)","19,856","19,856","1,145","1,759","2,647","2,283","2,634","3,762","3,491","1,329","673","129","4"
"경기도 의왕시 내손2동(4143055000)","21,168","21,168","1,760","1,997","2,322","3,123","3,204","3,631","3,197","1,223","597","110","4"
"경기도 의왕시 청계동(4143056000)","36,863","36,863","2,521","2,954","4,380","4,946","5,184","6,767","6,335","2,543","1,007","217","9"
"경기도 하남시 (4145000000)","328,875","328,875","28,373","32,668","34,482","50,304","60,337","49,170","42,343","21,916","7,943","1,297","42"
"경기도 하남시 천현동(4145051000)","5,900","5,900","150","316","541","713","730","1,091","1,328","688","273","69","1"
"경기도 하남시 신장1동(4145052000)","6,909","6,909","213","312","943","1,225","922","1,132","1,214","641","260","46","1"
"경기도 하남시 신장2동(4145053000)","45,152","45,152","3,183","3,691","4,357","6,366","6,944","6,885","7,405","4,392","1,694","223","12"
"경기도 하남시 덕풍1동(4145054000)","14,083","14,083","660","836","1,462","1,840","1,845","2,383","2,891","1,509","585","72","0"
"경기도 하남시 덕풍2동(4145055000)","17,404","17,404","822","948","1,788","2,568","2,218","2,850","3,522","1,884","692","106","6"
"경기도 하남시 덕풍3동(4145056000)","27,579","27,579","1,945","2,559","3,010","3,466","4,329","4,765","4,172","2,285","888","153","7"
"경기도 하남시 감북동(4145058000)","3,049","3,049","96","122","335","490","370","582","603","288","140","23","0"
"경기도 하남시 감일동(4145058200)","39,645","39,645","5,816","4,191","3,468","7,191","7,947","5,134","3,547","1,658","570","120","3"
"경기도 하남시 위례동(4145058500)","35,230","35,230","4,174","4,486","3,333","4,847","7,427","5,425","3,765","1,298","404","70","1"
"경기도 하남시 춘궁동(4145059000)","1,133","1,133","23","28","83","134","119","242","302","134","58","10","0"
"경기도 하남시 초이동(4145060000)","3,052","3,052","117","127","316","413","339","540","696","314","165","25","0"
"경기도 하남시 미사1동(4145061000)","53,594","53,594","3,679","4,983","8,358","11,428","10,220","7,095","4,521","2,413","767","126","4"
"경기도 하남시 미사2동(4145062000)","46,504","46,504","4,210","6,340","3,686","5,697","10,285","6,842","5,269","3,014","997","160","4"
"경기도 하남시 미사3동(4145063000)","29,641","29,641","3,285","3,729","2,802","3,926","6,642","4,204","3,108","1,398","450","94","3"
"경기도 용인시 (4146000000)","1,087,144","1,087,144","76,348","120,614","130,960","135,851","185,252","189,732","129,548","74,851","38,047","5,787","154"
"경기도 용인시 처인구 (4146100000)","275,471","275,471","17,933","25,564","32,758","35,802","43,980","48,280","40,388","19,889","9,286","1,558","33"
"경기도 용인시 처인구 포곡읍(4146125000)","31,251","31,251","1,306","3,236","4,209","3,255","4,881","6,251","4,605","2,190","1,142","175","1"
"경기도 용인시 처인구 모현읍(4146125300)","28,891","28,891","1,622","2,571","3,382","3,418","4,550","5,315","4,599","2,236","1,030","163","5"
"경기도 용인시 처인구 이동읍(4146125600)","19,419","19,419","940","1,626","1,913","1,999","2,821","3,698","3,624","1,749","871","175","3"
"경기도 용인시 처인구 남사읍(4146125900)","23,627","23,627","2,342","2,797","1,443","3,024","4,777","3,257","3,228","1,877","768","112","2"
"경기도 용인시 처인구 원삼면(4146134000)","7,674","7,674","195","543","601","572","838","1,385","1,865","1,054","513","107","1"
"경기도 용인시 처인구 백암면(4146135000)","7,866","7,866","174","376","610","619","842","1,400","1,972","1,098","655","119","1"
"경기도 용인시 처인구 양지면(4146136000)","19,737","19,737","987","1,677","2,091","2,534","2,977","3,645","3,454","1,517","705","143","7"
"경기도 용인시 처인구 중앙동(4146151000)","26,754","26,754","1,419","2,108","4,177","3,684","3,797","4,617","3,955","1,941","881","171","4"
"경기도 용인시 처인구 역북동(4146152500)","34,747","34,747","2,992","3,481","5,474","5,572","6,068","5,142","3,527","1,704","705","80","2"
"경기도 용인시 처인구 삼가동(4146152600)","12,016","12,016","725","1,115","1,696","1,488","1,684","2,414","1,678","791","370","54","1"
"경기도 용인시 처인구 유림동(4146153000)","51,150","51,150","4,765","5,119","5,677","8,308","9,219","8,646","5,562","2,518","1,163","170","3"
"경기도 용인시 처인구 동부동(4146154000)","12,339","12,339","466","915","1,485","1,329","1,526","2,510","2,319","1,214","483","89","3"
"경기도 용인시 기흥구 (4146300000)","435,900","435,900","29,408","49,269","54,617","52,068","73,733","78,582","50,205","29,826","15,669","2,447","76"
"경기도 용인시 기흥구 신갈동(4146351000)","36,591","36,591","2,378","3,173","4,482","5,651","5,720","6,387","4,630","2,573","1,402","190","5"
"경기도 용인시 기흥구 영덕1동(4146351600)","34,319","34,319","2,685","3,904","4,173","4,613","6,132","6,434","3,975","1,641","645","115","2"
"경기도 용인시 기흥구 영덕2동(4146351700)","19,244","19,244","1,855","1,415","2,186","3,335","3,226","3,101","2,314","960","629","215","8"
"경기도 용인시 기흥구 구갈동(4146352000)","40,198","40,198","2,929","3,396","6,042","6,457","6,832","6,887","4,388","2,129","979","154","5"
"경기도 용인시 기흥구 상갈동(4146353000)","12,579","12,579","644","959","1,773","1,834","1,845","2,375","1,591","939","559","58","2"
"경기도 용인시 기흥구 보라동(4146353500)","32,629","32,629","1,991","4,094","3,905","3,189","5,440","6,178","3,938","2,421","1,284","181","8"
"경기도 용인시 기흥구 기흥동(4146354000)","20,919","20,919","1,138","1,963","2,381","2,481","3,311","3,770","3,168","1,742","831","128","6"
"경기도 용인시 기흥구 서농동(4146355000)","24,967","24,967","2,042","2,857","4,490","3,583","4,430","3,540","2,478","1,053","427","66","1"
"경기도 용인시 기흥구 구성동(4146356000)","38,681","38,681","2,177","4,516","4,211","3,621","6,148","7,322","4,812","3,646","1,919","302","7"
"경기도 용인시 기흥구 마북동(4146357000)","33,601","33,601","2,048","3,122","4,084","4,061","4,960","6,158","4,295","2,987","1,633","246","7"
"경기도 용인시 기흥구 동백1동(4146357200)","31,356","31,356","2,078","5,168","3,732","2,576","6,202","6,080","2,755","1,702","908","148","7"
"경기도 용인시 기흥구 동백2동(4146357500)","26,443","26,443","1,534","4,306","3,488","1,971","4,920","5,352","2,484","1,536","744","104","4"
"경기도 용인시 기흥구 동백3동(4146357700)","26,760","26,760","2,480","3,669","2,601","3,122","5,227","3,990","2,279","1,934","1,273","182","3"
"경기도 용인시 기흥구 상하동(4146358600)","23,209","23,209","1,187","2,353","3,048","2,351","3,287","4,677","3,405","1,837","904","152","8"
"경기도 용인시 기흥구 보정동(4146359000)","34,404","34,404","2,242","4,374","4,021","3,223","6,053","6,331","3,693","2,726","1,532","206","3"
"경기도 용인시 수지구 (4146500000)","375,773","375,773","29,007","45,781","43,585","47,981","67,539","62,870","38,955","25,136","13,092","1,782","45"
"경기도 용인시 수지구 풍덕천1동(4146551000)","34,863","34,863","2,125","3,231","4,610","6,223","5,194","5,602","3,995","2,366","1,312","194","11"
"경기도 용인시 수지구 풍덕천2동(4146552000)","41,403","41,403","3,808","5,832","4,578","5,991","8,642","6,503","3,021","1,735","1,139","154","0"
"경기도 용인시 수지구 신봉동(4146553000)","41,301","41,301","3,163","5,535","4,303","4,422","7,575","7,382","4,198","2,919","1,581","219","4"
"경기도 용인시 수지구 죽전1동(4146554000)","28,470","28,470","1,811","3,394","3,494","3,142","4,700","5,142","3,436","2,000","1,190","158","3"
"경기도 용인시 수지구 죽전2동(4146555000)","17,745","17,745","1,115","1,383","2,522","3,134","2,643","2,938","2,115","1,171","615","105","4"
"경기도 용인시 수지구 죽전3동(4146555500)","26,421","26,421","1,657","3,069","4,080","3,173","4,336","4,605","2,844","1,655","881","119","2"
"경기도 용인시 수지구 동천동(4146556000)","50,608","50,608","4,527","5,875","5,278","6,925","9,666","8,151","5,504","3,147","1,339","190","6"
"경기도 용인시 수지구 상현1동(4146557000)","19,925","19,925","1,662","2,690","2,208","2,178","3,684","3,374","1,889","1,394","733","110","3"
"경기도 용인시 수지구 상현2동(4146558000)","32,933","32,933","2,596","4,250","3,431","3,812","6,040","5,527","3,260","2,509","1,339","164","5"
"경기도 용인시 수지구 상현3동(4146558500)","27,423","27,423","2,099","3,316","3,638","3,905","4,943","4,389","2,659","1,612","762","98","2"
"경기도 용인시 수지구 성복동(4146559000)","54,681","54,681","4,444","7,206","5,443","5,076","10,116","9,257","6,034","4,628","2,201","271","5"
"경기도 파주시 (4148000000)","513,627","513,627","39,441","53,926","55,346","72,039","85,914","86,350","65,890","33,151","18,571","2,932","67"
"경기도 파주시 문산읍(4148025000)","48,406","48,406","3,657","5,129","4,998","6,805","7,744","7,313","6,633","3,527","2,265","326","9"
"경기도 파주시 파주읍(4148025300)","13,597","13,597","450","784","1,304","1,337","1,697","2,652","2,745","1,526","935","164","3"
"경기도 파주시 법원읍(4148025600)","9,339","9,339","178","499","881","824","848","1,687","2,297","1,271","730","121","3"
"경기도 파주시 조리읍(4148026200)","27,715","27,715","1,079","2,359","2,913","2,433","3,627","5,548","5,373","2,672","1,470","233","8"
"경기도 파주시 월롱면(4148031000)","8,225","8,225","106","209","1,726","1,405","973","1,311","1,385","665","374","69","2"
"경기도 파주시 탄현면(4148032000)","12,702","12,702","408","834","1,181","1,216","1,695","2,639","2,483","1,288","805","148","5"
"경기도 파주시 광탄면(4148035000)","10,298","10,298","296","537","853","916","1,005","1,891","2,517","1,333","785","163","2"
"경기도 파주시 파평면(4148036000)","3,516","3,516","54","138","321","207","242","608","926","547","409","62","2"
"경기도 파주시 적성면(4148037000)","6,629","6,629","336","390","730","804","601","973","1,384","833","503","71","4"
"경기도 파주시 장단면(4148039000)","688","688","8","41","59","47","63","139","137","106","80","8","0"
"경기도 파주시 금촌1동(4148051000)","21,043","21,043","691","1,236","2,752","2,792","2,824","3,958","3,660","1,925","1,033","170","2"
"경기도 파주시 금촌2동(4148052000)","30,610","30,610","1,853","3,826","3,589","3,369","4,977","5,707","3,892","2,017","1,195","177","8"
"경기도 파주시 금촌3동(4148053000)","24,721","24,721","1,298","2,439","2,988","2,913","3,625","4,739","3,699","1,861","998","159","2"
"경기도 파주시 교하동(4148054000)","7,137","7,137","238","399","648","738","898","1,401","1,538","781","410","85","1"
"경기도 파주시 운정1동(4148055000)","51,808","51,808","4,320","6,270","5,791","7,944","9,422","8,702","5,453","2,445","1,263","197","1"
"경기도 파주시 운정2동(4148056000)","63,871","63,871","6,618","9,073","6,143","9,140","13,074","9,714","5,500","2,909","1,478","219","3"
"경기도 파주시 운정3동(4148057000)","68,378","68,378","5,850","9,210","7,721","8,609","13,535","11,538","6,768","3,255","1,666","219","7"
"경기도 파주시 운정4동(4148058000)","23,732","23,732","1,390","1,803","3,055","3,461","4,080","4,673","3,063","1,342","757","106","2"
"경기도 파주시 운정5동(4148059000)","54,603","54,603","6,337","6,650","5,408","9,547","10,135","8,604","4,726","1,926","1,078","189","3"
"경기도 파주시 운정6동(4148060000)","26,609","26,609","4,274","2,100","2,285","7,532","4,849","2,553","1,711","922","337","46","0"
"경기도 이천시 (4150000000)","222,420","222,420","14,352","21,578","27,343","30,854","33,887","36,983","32,678","15,518","7,892","1,294","41"
"경기도 이천시 장호원읍(4150025000)","14,306","14,306","719","1,202","1,359","1,369","1,796","2,373","2,859","1,597","879","151","2"
"경기도 이천시 부발읍(4150025300)","36,963","36,963","2,241","4,204","5,082","5,284","6,312","6,324","4,476","1,974","920","141","5"
"경기도 이천시 신둔면(4150031000)","13,755","13,755","716","1,014","1,392","1,565","1,854","2,628","2,757","1,212","525","90","2"
"경기도 이천시 백사면(4150032000)","12,043","12,043","603","878","1,180","1,373","1,592","2,304","2,297","1,104","606","101","5"
"경기도 이천시 호법면(4150033000)","5,714","5,714","204","396","556","612","633","1,005","1,241","638","355","71","3"
"경기도 이천시 마장면(4150034000)","16,074","16,074","1,503","1,356","2,053","2,904","2,506","2,153","1,977","1,036","486","99","1"
"경기도 이천시 대월면(4150035000)","14,758","14,758","938","1,149","2,254","2,786","2,227","2,059","1,805","939","508","91","2"
"경기도 이천시 모가면(4150036000)","4,070","4,070","67","173","286","318","376","708","1,078","588","423","53","0"
"경기도 이천시 설성면(4150037000)","4,364","4,364","103","165","289","320","383","691","1,165","726","435","84","3"
"경기도 이천시 율면(4150038000)","2,463","2,463","42","82","127","125","157","389","707","440","303","87","4"
"경기도 이천시 창전동(4150051000)","15,603","15,603","560","1,263","2,128","2,099","2,106","2,688","2,637","1,412","635","72","3"
"경기도 이천시 증포동(4150051500)","56,212","56,212","5,181","8,026","6,784","7,628","10,581","9,577","5,568","1,843","882","137","5"
"경기도 이천시 중리동(4150052000)","15,216","15,216","783","844","2,587","2,878","1,840","2,160","2,329","1,184","528","78","5"
"경기도 이천시 관고동(4150053000)","10,879","10,879","692","826","1,266","1,593","1,524","1,924","1,782","825","407","39","1"
"경기도 안성시 (4155000000)","194,007","194,007","10,878","17,468","22,027","22,933","29,200","33,681","31,172","16,442","8,631","1,542","33"
"경기도 안성시 공도읍(4155025000)","66,256","66,256","4,690","7,853","7,582","9,130","12,165","11,517","7,561","3,717","1,725","310","6"
"경기도 안성시 보개면(4155031000)","4,931","4,931","114","244","350","350","458","812","1,283","755","466","98","1"
"경기도 안성시 금광면(4155032000)","6,973","6,973","231","492","583","539","802","1,261","1,610","891","462","100","2"
"경기도 안성시 서운면(4155033000)","3,003","3,003","44","93","191","210","247","510","803","488","344","71","2"
"경기도 안성시 미양면(4155034000)","5,386","5,386","120","215","394","451","591","1,011","1,305","770","445","84","0"
"경기도 안성시 대덕면(4155035000)","14,322","14,322","814","983","2,017","1,870","2,449","2,320","2,184","1,094","505","82","4"
"경기도 안성시 양성면(4155036000)","5,010","5,010","100","219","342","352","460","895","1,306","736","475","121","4"
"경기도 안성시 원곡면(4155038000)","6,237","6,237","270","312","578","784","899","1,209","1,266","581","291","45","2"
"경기도 안성시 일죽면(4155039000)","7,013","7,013","209","343","465","472","667","1,198","1,784","1,160","609","103","3"
"경기도 안성시 죽산면(4155040000)","6,553","6,553","119","348","498","522","656","1,197","1,621","929","561","101","1"
"경기도 안성시 삼죽면(4155041000)","3,570","3,570","50","184","530","228","287","566","834","503","331","56","1"
"경기도 안성시 고삼면(4155042000)","1,822","1,822","37","61","121","141","142","325","526","268","154","47","0"
"경기도 안성시 안성1동(4155051000)","11,273","11,273","474","879","1,280","1,058","1,428","1,990","2,153","1,227","691","90","3"
"경기도 안성시 안성2동(4155052000)","26,344","26,344","1,848","2,593","3,722","3,685","4,163","4,406","3,428","1,664","721","114","0"
"경기도 안성시 안성3동(4155053000)","25,314","25,314","1,758","2,649","3,374","3,141","3,786","4,464","3,508","1,659","851","120","4"
"경기도 김포시 (4157000000)","486,651","486,651","41,377","54,734","48,016","64,274","93,146","75,405","60,831","32,321","14,290","2,200","57"
"경기도 김포시 통진읍(4157025000)","34,941","34,941","1,987","2,702","3,556","4,468","4,942","6,097","6,320","3,038","1,524","299","8"
"경기도 김포시 고촌읍(4157025300)","50,540","50,540","5,416","6,098","4,134","6,903","10,957","6,988","5,831","2,947","1,084","174","8"
"경기도 김포시 양촌읍(4157025600)","30,501","30,501","1,691","2,570","3,017","3,953","4,747","5,003","5,237","2,824","1,241","212","6"
"경기도 김포시 대곶면(4157034000)","9,270","9,270","249","416","658","749","1,048","1,876","2,334","1,167","646","123","4"
"경기도 김포시 월곶면(4157035000)","5,163","5,163","84","168","357","398","459","956","1,431","823","400","84","3"
"경기도 김포시 하성면(4157036000)","7,754","7,754","185","393","529","573","776","1,384","2,032","1,148","631","99","4"
"경기도 김포시 김포본동(4157051500)","57,865","57,865","4,262","6,033","6,436","6,843","9,551","10,491","8,087","3,960","1,921","277","4"
"경기도 김포시 장기본동(4157052500)","38,941","38,941","3,281","6,043","3,937","4,189","8,234","6,383","3,726","2,099","917","128","4"
"경기도 김포시 사우동(4157054000)","20,959","20,959","1,009","1,889","2,396","2,447","3,128","4,041","3,402","1,699","823","121","4"
"경기도 김포시 풍무동(4157055000)","59,928","59,928","4,799","6,889","7,072","7,930","10,826","9,749","6,957","3,803","1,685","214","4"
"경기도 김포시 장기동(4157056000)","40,477","40,477","3,920","5,742","3,651","4,874","9,044","6,064","3,880","2,267","914","120","1"
"경기도 김포시 구래동(4157057000)","45,433","45,433","4,786","5,057","5,498","8,602","9,816","5,293","3,661","1,915","711","89","5"
"경기도 김포시 마산동(4157057500)","35,604","35,604","4,241","4,152","2,651","5,846","8,097","4,165","3,428","2,089","825","108","2"
"경기도 김포시 운양동(4157058000)","49,275","49,275","5,467","6,582","4,124","6,499","11,521","6,915","4,505","2,542","968","152","0"
"경기도 화성시 (4159000000)","971,835","971,835","91,997","113,923","110,950","161,055","185,551","146,270","97,527","42,396","18,899","3,190","77"
"경기도 화성시 봉담읍(4159025300)","107,360","107,360","10,425","11,789","11,978","18,187","19,326","16,477","11,470","5,135","2,180","377","16"
"경기도 화성시 우정읍(4159025600)","17,072","17,072","528","1,304","1,595","1,418","2,353","3,589","3,389","1,794","926","173","3"
"경기도 화성시 향남읍(4159025900)","85,475","85,475","7,060","10,909","9,901","12,646","17,295","13,650","8,324","3,692","1,720","274","4"
"경기도 화성시 남양읍(4159026200)","59,811","59,811","5,065","4,896","7,301","10,512","9,772","9,511","7,797","3,258","1,423","266","10"
"경기도 화성시 매송면(4159031000)","6,421","6,421","140","338","602","599","644","1,285","1,509","783","460","60","1"
"경기도 화성시 비봉면(4159032000)","10,765","10,765","656","499","994","2,206","1,310","1,597","1,938","946","501","116","2"
"경기도 화성시 마도면(4159033000)","6,614","6,614","136","303","520","670","837","1,342","1,567","748","421","69","1"
"경기도 화성시 송산면(4159034000)","10,587","10,587","288","648","794","820","1,201","2,023","2,443","1,369","830","167","4"
"경기도 화성시 서신면(4159035000)","7,164","7,164","122","291","427","518","688","1,332","2,045","1,044","566","130","1"
