"행정구역","2025년01월_계_총인구수","2025년01월_계_연령구간인구수","2025년01월_계_0~9세","2025년01월_계_10~19세","2025년01월_계_20~29세","2025년01월_계_30~39세","2025년01월_계_40~49세","2025년01월_계_50~59세","2025년01월_계_60~69세","2025년01월_계_70~79세","2025년01월_계_80~89세","2025년01월_계_90~99세","2025년01월_계_100세 이상"
"서울특별시 은평구 대조동(1138057000)","27,222","27,222","806","1,343","4,829","5,213","3,395","4,033","3,757","2,397","1,309","134","6"
"서울특별시 은평구 응암제1동(1138058000)","32,163","32,163","1,954","2,503","4,140","5,117","5,143","5,201","4,153","2,546","1,251","148","7"
"서울특별시 은평구 응암제2동(1138059000)","27,097","27,097","2,529","2,683","2,359","3,996","5,461","4,069","3,080","1,886","908","122","4"
"서울특별시 은평구 응암제3동(1138060000)","23,169","23,169","639","1,186","3,106","3,267","2,939","3,809","3,924","2,636","1,465","193","5"
"서울특별시 은평구 역촌동(1138062500)","44,313","44,313","1,739","3,068","5,560","6,270","6,625","7,564","6,944","4,281","2,027","228","7"
"서울특별시 은평구 신사제1동(1138063100)","25,999","25,999","1,052","1,723","3,382","3,726","3,634","4,448","4,268","2,465","1,163","134","4"
"서울특별시 은평구 신사제2동(1138063200)","18,678","18,678","769","1,297","2,251","2,642","2,619","3,127","3,159","1,852","840","116","6"
"서울특별시 은평구 증산동(1138064000)","15,794","15,794","928","1,147","1,935","2,268","2,208","2,754","2,363","1,453","659","76","3"
"서울특별시 은평구 수색동(1138065000)","21,123","21,123","1,808","1,424","2,572","3,694","3,031","3,656","2,789","1,361","664","123","1"
"서울특별시 은평구 진관동(1138069000)","53,367","53,367","3,019","6,763","6,552","6,002","8,503","9,326","6,914","4,079","1,904","296","9"
"서울특별시 서대문구 (1141000000)","302,297","302,297","16,275","21,679","46,406","44,743","42,660","48,555","41,707","24,603","13,726","1,876","67"
"서울특별시 서대문구 천연동(1141052000)","16,510","16,510","988","1,199","1,893","2,354","2,325","2,876","2,462","1,419","864","127","3"
"서울특별시 서대문구 북아현동(1141055500)","15,342","15,342","1,239","976","1,846","2,807","2,439","2,475","1,949","970","567","72","2"
"서울특별시 서대문구 충현동(1141056500)","19,363","19,363","930","1,251","2,816","3,353","2,712","3,097","2,801","1,459","786","151","7"
"서울특별시 서대문구 신촌동(1141058500)","20,145","20,145","419","907","8,340","3,747","1,871","1,893","1,399","898","584","83","4"
"서울특별시 서대문구 연희동(1141061500)","33,591","33,591","1,152","1,989","7,319","5,380","4,331","4,931","4,088","2,582","1,564","246","9"
"서울특별시 서대문구 홍제제1동(1141062000)","24,558","24,558","1,348","1,664","2,959","3,569","3,448","4,274","3,746","2,204","1,189","153","4"
"서울특별시 서대문구 홍제제3동(1141064000)","17,430","17,430","932","1,067","2,153","2,398","2,229","3,054","2,705","1,719","1,058","112","3"
"서울특별시 서대문구 홍제제2동(1141065500)","12,294","12,294","595","792","1,370","1,830","1,505","2,196","2,125","1,157","639","82","3"
"서울특별시 서대문구 홍은제1동(1141066000)","21,983","21,983","1,196","1,462","2,496","2,980","3,027","3,805","3,629","2,078","1,149","156","5"
"서울특별시 서대문구 홍은제2동(1141068500)","28,132","28,132","1,383","2,118","3,939","3,931","3,858","4,805","4,268","2,368","1,266","186","10"
"서울특별시 서대문구 남가좌제1동(1141069000)","16,658","16,658","1,825","1,910","1,494","2,224","3,368","2,433","1,771","992","562","76","3"
"서울특별시 서대문구 남가좌제2동(1141070000)","28,784","28,784","2,155","2,451","3,913","3,973","4,609","4,534","3,474","2,299","1,205","163","8"
"서울특별시 서대문구 북가좌제1동(1141071000)","17,388","17,388","1,056","1,882","1,805","2,122","2,875","2,983","2,421","1,401","749","91","3"
"서울특별시 서대문구 북가좌제2동(1141072000)","30,119","30,119","1,057","2,011","4,063","4,075","4,063","5,199","4,869","3,057","1,544","178","3"
"서울특별시 마포구 (1144000000)","360,981","360,981","19,267","25,843","57,005","64,241","55,516","56,274","42,845","24,487","13,451","2,004","48"
"서울특별시 마포구 아현동(1144055500)","29,064","29,064","2,848","2,139","3,047","5,852","5,222","4,253","3,268","1,512","795","124","4"
"서울특별시 마포구 공덕동(1144056500)","36,126","36,126","1,736","2,025","5,535","6,535","4,901","6,047","5,034","2,613","1,507","189","4"
"서울특별시 마포구 도화동(1144058500)","20,500","20,500","1,204","1,426","2,466","3,597","2,850","3,286","2,969","1,604","928","169","1"
"서울특별시 마포구 용강동(1144059000)","21,222","21,222","1,775","2,205","1,958","3,379","4,179","3,240","2,317","1,269","750","146","4"
"서울특별시 마포구 대흥동(1144060000)","14,232","14,232","496","854","3,583","2,438","1,864","2,057","1,557","807","501","70","5"
"서울특별시 마포구 염리동(1144061000)","16,812","16,812","1,238","1,736","2,300","2,657","3,142","2,568","1,667","899","534","70","1"
"서울특별시 마포구 신수동(1144063000)","22,141","22,141","1,384","1,769","3,285","3,386","3,405","3,855","2,636","1,478","833","107","3"
"서울특별시 마포구 서강동(1144065500)","24,389","24,389","1,495","1,622","4,650","4,036","3,651","3,758","2,729","1,485","833","130","0"
"서울특별시 마포구 서교동(1144066000)","23,750","23,750","613","966","5,586","5,401","3,360","3,109","2,289","1,473","804","148","1"
"서울특별시 마포구 합정동(1144068000)","15,993","15,993","542","698","2,759","3,680","2,341","2,193","1,914","1,138","625","101","2"
"서울특별시 마포구 망원제1동(1144069000)","18,693","18,693","683","969","2,900","3,545","2,815","2,895","2,414","1,572","804","96","0"
"서울특별시 마포구 망원제2동(1144070000)","17,532","17,532","737","1,316","2,441","2,859","2,759","2,887","2,239","1,446","760","85","3"
"서울특별시 마포구 연남동(1144071000)","14,075","14,075","445","625","2,745","2,990","2,031","1,981","1,591","984","590","87","6"
"서울특별시 마포구 성산제1동(1144072000)","18,539","18,539","636","1,222","2,933","3,369","2,876","3,056","2,272","1,371","712","88","4"
"서울특별시 마포구 성산제2동(1144073000)","38,508","38,508","1,677","2,795","6,573","6,945","5,306","5,940","4,592","2,916","1,527","229","8"
"서울특별시 마포구 상암동(1144074000)","29,405","29,405","1,758","3,476","4,244","3,572","4,814","5,149","3,357","1,920","948","165","2"
"서울특별시 양천구 (1147000000)","430,618","430,618","23,808","46,772","49,540","52,473","70,428","73,882","63,046","34,948","13,568","2,088","65"
"서울특별시 양천구 목1동(1147051000)","30,134","30,134","2,350","5,090","2,825","2,674","6,428","5,175","3,183","1,667","645","93","4"
"서울특별시 양천구 목2동(1147052000)","28,352","28,352","1,203","2,169","4,037","5,080","4,151","4,564","4,201","2,054","778","113","2"
"서울특별시 양천구 목3동(1147053000)","20,966","20,966","996","1,235","2,958","3,747","2,869","3,338","3,324","1,707","671","119","2"
"서울특별시 양천구 목4동(1147054000)","24,153","24,153","920","2,912","3,580","2,753","3,601","4,912","3,029","1,657","681","105","3"
"서울특별시 양천구 목5동(1147055000)","40,597","40,597","2,912","7,215","3,761","3,414","8,546","6,701","4,714","2,359","782","189","4"
"서울특별시 양천구 신월1동(1147056000)","18,891","18,891","593","1,071","2,025","2,378","2,543","3,344","3,867","2,164","810","92","4"
"서울특별시 양천구 신월2동(1147057000)","20,514","20,514","1,147","1,708","2,267","2,670","3,139","3,266","3,392","2,118","698","104","5"
"서울특별시 양천구 신월3동(1147058000)","14,017","14,017","591","880","1,522","1,861","1,801","2,482","2,666","1,509","635","69","1"
"서울특별시 양천구 신월4동(1147059000)","17,077","17,077","951","1,526","1,808","1,994","2,674","2,795","2,847","1,727","647","104","4"
"서울특별시 양천구 신월5동(1147060000)","13,871","13,871","634","1,121","1,717","1,935","1,986","2,343","2,328","1,232","503","72","0"
"서울특별시 양천구 신월6동(1147061000)","13,739","13,739","1,318","1,256","1,338","2,195","2,369","2,056","1,808","987","367","41","4"
"서울특별시 양천구 신월7동(1147061100)","18,239","18,239","701","1,021","1,911","2,460","2,335","3,109","3,556","2,067","943","135","1"
"서울특별시 양천구 신정1동(1147062000)","19,591","19,591","1,445","2,939","1,936","1,773","3,878","3,176","2,439","1,383","510","109","3"
"서울특별시 양천구 신정2동(1147063000)","18,581","18,581","983","2,891","1,985","1,581","3,420","3,321","2,486","1,278","539","93","4"
"서울특별시 양천구 신정3동(1147064000)","48,515","48,515","2,781","4,999","5,901","5,734","7,235","9,079","7,072","3,884","1,582","240","8"
"서울특별시 양천구 신정4동(1147065000)","31,380","31,380","1,007","1,894","4,738","4,872","4,367","5,239","4,813","3,119","1,205","120","6"
"서울특별시 양천구 신정6동(1147067000)","23,986","23,986","1,704","3,610","2,493","2,438","4,559","4,106","2,982","1,501","487","102","4"
"서울특별시 양천구 신정7동(1147068000)","28,015","28,015","1,572","3,235","2,738","2,914","4,527","4,876","4,339","2,535","1,085","188","6"
"서울특별시 강서구 (1150000000)","555,518","555,518","28,685","40,647","75,041","96,128","83,611","82,646","80,227","46,636","18,845","2,970","82"
"서울특별시 강서구 염창동(1150051000)","41,199","41,199","3,275","4,318","5,071","7,335","7,181","6,225","4,609","2,245","812","125","3"
"서울특별시 강서구 등촌제1동(1150052000)","24,987","24,987","1,212","1,097","4,452","6,840","3,521","3,055","2,548","1,337","741","175","9"
"서울특별시 강서구 등촌제2동(1150053000)","19,167","19,167","878","1,379","2,585","3,352","2,685","2,937","3,016","1,651","586","94","4"
"서울특별시 강서구 등촌제3동(1150053500)","28,990","28,990","1,375","1,547","2,983","4,604","3,576","4,196","5,613","3,141","1,610","335","10"
"서울특별시 강서구 화곡제1동(1150054000)","49,796","49,796","1,752","2,174","8,356","9,943","7,017","7,161","7,209","4,358","1,621","198","7"
"서울특별시 강서구 화곡제2동(1150055000)","16,803","16,803","725","1,202","2,249","2,586","2,626","2,799","2,522","1,469","565","58","2"
"서울특별시 강서구 화곡제3동(1150056000)","20,735","20,735","868","1,566","2,817","2,970","2,973","3,128","3,388","2,133","781","110","1"
"서울특별시 강서구 화곡제4동(1150057000)","19,175","19,175","691","1,167","2,288","2,785","2,893","3,224","3,268","1,979","780","99","1"
"서울특별시 강서구 화곡본동(1150059000)","32,142","32,142","1,228","2,068","5,149","5,956","4,834","4,830","4,445","2,528","962","136","6"
"서울특별시 강서구 화곡제6동(1150059100)","25,643","25,643","1,363","1,366","4,143","5,056","3,491","3,608","3,744","2,033","714","120","5"
"서울특별시 강서구 화곡제8동(1150059300)","22,696","22,696","776","1,305","3,235","3,604","3,377","3,614","3,540","2,266","886","92","1"
"서울특별시 강서구 가양제1동(1150060300)","33,683","33,683","1,256","1,596","7,475","9,203","4,359","4,040","3,586","1,503","569","91","5"
"서울특별시 강서구 가양제2동(1150060400)","13,128","13,128","405","381","1,180","2,198","1,314","1,512","3,022","2,032","905","177","2"
"서울특별시 강서구 가양제3동(1150060500)","13,681","13,681","574","349","1,160","2,822","1,734","1,752","2,550","1,832","797","110","1"
"서울특별시 강서구 발산제1동(1150061100)","35,118","35,118","2,170","4,673","4,134","3,808","6,004","6,190","4,417","2,502","1,039","176","5"
"서울특별시 강서구 우장산동(1150061500)","43,364","43,364","2,851","5,356","5,051","5,125","7,890","7,275","5,347","3,260","1,064","140","5"
"서울특별시 강서구 공항동(1150062000)","29,409","29,409","2,559","2,386","3,558","4,851","5,207","4,111","3,697","2,027","866","144","3"
"서울특별시 강서구 방화제1동(1150063000)","41,309","41,309","2,824","4,222","4,363","5,730","6,853","6,417","6,068","3,365","1,262","199","6"
"서울특별시 강서구 방화제2동(1150064000)","22,834","22,834","911","1,211","2,928","4,024","2,972","3,351","3,792","2,384","1,091","167","3"
"서울특별시 강서구 방화제3동(1150064100)","21,659","21,659","992","1,284","1,864","3,336","3,104","3,221","3,846","2,591","1,194","224","3"
"서울특별시 구로구 (1153000000)","387,510","387,510","20,941","27,412","48,074","60,853","56,252","61,324","58,779","36,437","15,446","1,940","52"
"서울특별시 구로구 신도림동(1153051000)","35,978","35,978","2,835","3,625","4,090","5,849","6,387","5,480","4,249","2,453","885","122","3"
"서울특별시 구로구 구로제1동(1153052000)","20,361","20,361","1,480","1,865","2,305","3,614","3,394","3,039","2,780","1,332","466","86","0"
"서울특별시 구로구 구로제2동(1153053000)","22,093","22,093","599","1,121","2,623","2,767","2,544","4,123","4,190","2,671","1,311","141","3"
"서울특별시 구로구 구로제3동(1153054000)","22,908","22,908","852","1,260","4,149","4,572","3,633","3,160","2,689","1,732","759","102","0"
"서울특별시 구로구 구로제4동(1153055000)","18,141","18,141","503","835","2,241","2,758","2,212","2,992","3,171","2,205","1,109","112","3"
"서울특별시 구로구 구로제5동(1153056000)","28,983","28,983","1,462","1,321","4,701","5,771","3,819","4,308","3,988","2,432","1,044","135","2"
"서울특별시 구로구 가리봉동(1153059500)","8,727","8,727","164","225","1,530","1,539","863","1,485","1,595","882","383","58","3"
"서울특별시 구로구 고척제1동(1153072000)","26,415","26,415","1,727","1,812","3,108","5,097","3,649","3,991","3,724","2,279","907","117","4"
"서울특별시 구로구 고척제2동(1153073000)","25,362","25,362","1,180","1,942","2,930","3,023","3,355","4,670","4,273","2,626","1,231","127","5"
"서울특별시 구로구 개봉제1동(1153074000)","33,181","33,181","1,897","2,069","3,749","5,207","4,518","5,368","5,547","3,310","1,335","174","7"
"서울특별시 구로구 개봉제2동(1153075000)","29,130","29,130","1,533","1,925","3,082","3,777","4,198","4,724","4,987","3,439","1,313","148","4"
"서울특별시 구로구 개봉제3동(1153076000)","19,185","19,185","775","1,216","2,038","2,442","2,668","3,339","3,496","2,226","878","105","2"
"서울특별시 구로구 오류제1동(1153077000)","22,587","22,587","934","1,049","3,929","4,554","2,944","3,048","3,088","2,000","920","116","5"
"서울특별시 구로구 오류제2동(1153078000)","35,982","35,982","1,808","3,756","3,873","4,331","5,505","5,948","5,290","3,604","1,615","246","6"
"서울특별시 구로구 수궁동(1153079000)","22,347","22,347","1,004","1,752","2,455","2,862","3,185","3,740","3,960","2,291","984","110","4"
"서울특별시 구로구 항동(1153080000)","16,130","16,130","2,188","1,639","1,271","2,690","3,378","1,909","1,752","955","306","41","1"
"서울특별시 금천구 (1154500000)","224,924","224,924","8,923","12,409","33,407","38,548","28,202","36,384","36,856","20,273","8,801","1,086","35"
"서울특별시 금천구 가산동(1154551000)","24,872","24,872","529","569","6,800","6,955","2,822","2,680","2,599","1,342","509","62","5"
"서울특별시 금천구 독산제1동(1154561000)","47,152","47,152","2,708","2,367","8,332","10,738","6,523","6,309","5,782","2,934","1,299","157","3"
"서울특별시 금천구 독산제2동(1154562000)","17,483","17,483","615","965","2,179","2,491","2,071","3,248","3,331","1,783","704","91","5"
"서울특별시 금천구 독산제3동(1154563000)","22,964","22,964","695","1,036","3,228","3,674","2,611","4,000","4,351","2,257","976","133","3"
"서울특별시 금천구 독산제4동(1154564000)","14,129","14,129","413","758","1,691","1,959","1,627","2,743","2,840","1,484","560","54","0"
"서울특별시 금천구 시흥제1동(1154567000)","31,648","31,648","1,236","1,963","4,085","4,881","4,113","5,369","5,335","3,066","1,392","202","6"
