id,comment
Osori02,"I used to rule the worldSeas would rise when I gave the wordNow in the morning I sleep aloneSweep the streets I used to own​난 한 때에 세계를 지배했지내 말 한 마디에 바다의 파도를 호령했었는데이제는 아침에 혼자서 잠에서 깨어나,한때 내 소유였던 거리를 청소하는 신세야.​I used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would singNow the old king is dead! Long live the king!​재미삼아 주사위를 던지곤 했지 내가 주사위를 던지면 적들의 눈에 서린 공포를 느끼면서군중들의 노랫소리가 들려""이제 늙은 왕은 죽었다. 새 왕의 만세를 빕니다.""​One minute I held the keyNext the walls were closed on meAnd discovered that my castles standUpon pillars of slat and pillars of sand​난 잠깐동안 권력을 쥐었지만다음 순간 벽이 내 위에서 닫혔어그리고 나의 성이 소금 기둥 위에 세워진 모래 기둥 위에 서있는 것을 알았어​I hear Jerusalem bells a ringing Roman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign field​예루살렘의 종소리가 들려로마 기병대의 성가대가 노래하고 있어나의 거울, 칼, 방패가 되어 줘해외에 있는 나의 사절들이여​For some reason I can't explainOnce you go there was neverNever an honest wordAnd that was when I ruled the world​어떤 설명할 수 없는 이유 때문에일단 네가 떠나면그곳에는 진실된 말은 존재하지 않았어내가 세계를 다스릴 땐 그랬지​It was the wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what I'd become​무섭고 거친 바람이 불어와나를 문 안으로 밀어 넣었어창문이 박살나고 북소리가 들렸지내가 그렇게 될 것을 믿을 수 없었어​Revolutionaries wait For my head on a silver plateJust a puppet on a lonely string Oh who would ever want to be king?​혁명이 은쟁반이 내 목을 기다리고 있어단지 줄에 따라 움직이는 외로운 꼭두각시누가 왕이 되길 원할까?​I hear Jerusalem bells a ringing Roman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign field​예루살렘의 종소리가 들려로마 기병대의 성가대가 노래하고 있어나의 거울, 칼, 방패가 되어 줘해외에 있는 나의 사절들이여​For some reason I can't explainI know Saint Peter won't call my nameNever an honest word But that was when I ruled the world​설명할 수 없는 어떤 이유 때문에성 베드로는 나의 이름을 부르지 않을거야진실된 말을 하지 않을거야 내가 세계를 다스릴 땐 그랬지​I hear Jerusalem bells a ringing Roman Cavalry choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign field​예루살렘의 종소리가 들려로마 기병대의 성가대가 노래하고 있어나의 거울, 칼, 방패가 되어 줘해외에 있는 나의 사절들이여​For some reason I can't explainI know Saint Peter won't call my nameNever an honest word But that was when I ruled the world​설명할 수 없는 어떤 이유 때문에성 베드로는 나의 이름을 부르지 않을거야진실된 말을 하지 않을거야, 내가 세계를 다스릴 땐 그랬지."
어-u7s,진짜 멋있다..ㅠㅠㅠ
조재현-v5t,지금 이 유튜브 영상 그대로 음원 내줬으면 좋겠다 이거 듣다가 음원들으면 뭔가 허전하고 심심함
kyeon_ty4966,이제 곧 몰려들 영상
user-ce6jc7co8o,언랭에서 다이아까지 갈 수 있을거같은 용기가 느껴진다
fridaytvtv9290,감사합니다. 이 새벽에 소름이..
효쭌맘,나의 맑은공기입니다
박준석-v7l,와 죡댄다 진짜 직관가고싶다
solsol_eyes,"오.. 몰락한 왕이 새로운 왕의 즉위를 보고 듣는 걸 표현한 것 같은데, 백성들의 노랫소리라는 가사와 콘서트장의 함성소리가 의도한 것처럼 잘 맞네"
vcvxccxczx,번역 해주셔서 감사합니다 ㅎ
vcvxccxczx,번역 해주셔서 감사합니다 ㅎ
vcvxccxczx,번역 해주셔서 감사합니다 ㅎ
야간근무중,인류가 끝날때 마지막으로 틀어 놓을 엔딩곡은 이거다
힌뚱-k5k,몰락한 왕의 심경 이야기를 왤케 신나게 만들었냐. 좋긴 오지게 좋네. 쿨해서 유쾌하게 느껴지긴 한다.ㅋ
DaftPunk2,코로나 때 이 노래 들으면서 버텼는데
vcvxccxczx,번역 해주셔서 감사합니다 ㅎ
용찬우-6974c8,"타락한 성공에게 희망을,우리는 위대했음을."
리리베베-r1g,아... 진짜 너무 좋아....
뭐같은하루,와 이걸 라이브로 들으면 얼마나 지릴까???
ragenka77,전주가 너무 좋은
눈뜨고코베인-o7t,크 콜플 뜨기전부터 들었는데 최정상에있는모습보니까 먼가 뭉클하다...
쇼우-t3x,"용기와 희망을~~ 모두에게! 당신은 멋지고 용기있는 사람입니다노래가  내 심장을  가슴을"" 팡팡"" 뛰게 한다"
cls133al2,다시봐도 북치는거 진짜 대단하다
kaisy1,이영상은 진짜 주기적으로 보러와야함
우니-v4x,이걸 곧 내 눈으로 본다니!!!! 어서와라 25 년 4 월 !!  이 영상은 한번만 볼 수가 없다...웅장해
risuS2,가슴이 벅차오르는 전주 1위
최영희-i7b,고마워요모든선물
hwangSeokHee,다시 듣는 날이 오는군요 :)!!
또래개미,그러니까 온다는거잖아 한국에ㅠ
집가고싶다-y2u,벅차오름이라는 감정을 영상으로 표현한거같애
서윤이랑,"신나는 노랜데,,난 왜 눈물이 나는건지"
HENgEEEEE,아 소름 너무 좋아 ㅜㅜ
위를향해서,전율이 이네요.대단한 흡입력이 있는 노래네요.집중안할수가 없는 명곡임.
밍밍밍-j2j,존나 소름돋는다 ㅋㅋㅋ  뭔가 들으면 내가 다 해낼 것 같다
Hosupkim,Thank you
이진형-u4g,핸드폰으로 듣기만하는나도 가고싶다ㅜㅜㅜㅜㅜㅡㅜㅜㅜㅜㅜㅜㅡㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅜㅡ
박영민-l8p,코로나 언제 종식이 될지 모르지만 콜드 공연 가고 싶네요 ~~^^ 한국에 다시 한번 와주세요 ~<^^
JamesPark77777,문산군 물러날때 쓰이는 노래 ㄷㄷ 왕조시대를 끝내버리는 석열이형 입장곡ㅋㅋㅋㅋ
user-cs3st4yd2s,콜드플레이 이 비바리 비다는 NFL슈퍼볼 콘서트가 진짜 지림 안 들어보신분 들어보셈
user-xu6fv4ro3s,우울할때마다 듣는 노래..
Hix978,방학이 끝남과 동시에 내 시대도 끝났다
효쭌맘,콜드플레이 이 사람을 진짜 산으로 부를수 있습니다 존경합니다
Junme999,이노래 진짜 웅장하고 들을때마다 전율미침 특히 북인가? 칠때 퉁퉁 거리는게 진짜 너무 전율이..어우
까르보나라-p7b,진짜 오랜만에 노래 듣고 전율을 느끼네 ㅎㅎ
smzoo3638,미쳤냐고...... ㅜㅜ
이재경-r7h,떼창중 최고네요음향감독님
황지희-u2q,난...이 노래가 왜케 슬플까...
Luke-yd8sn,유툽 최고의 영상!단언컨데유툽아니면 절대 못볼 영상!!
SHBYESYO,와 잔잔한데 웅장하다....! 멋져요
펭도리-d8v,들을 때마다 소름돋ㅇㅁ
kayyoon8327,카메라 워크 넘 좋고음악은 황홀하다
범수-p5j,출산 축하드립니다
korea8289,그저 레전드
0820-1k,언제 들어도 좋다. 아직도 찾아 듣게 됨
jkcontents7280,"==이 쇄퇘한 왕이 누구일까 인공지능을  통해 분석해봤어요===Q: Cold play 의 viva la vida는 역사적으로 누구의 시점으로 쓰여진  가사인지 가사의 내용을 토대로 역사속의 인물을, 작곡가의 그강의작업물과 사는지역 영향받은 문화를 토대로 추론해줘A.Coldplay의 ""Viva la Vida""는 역사적 인물의 시점에서 영감을 받았으며, 가사와 작곡가의 배경을 고려할 때 특정 인물을 추론할 수 있습니다. 다음은 가사의 내용을 바탕으로 추론한 역사적 인물과, 작곡가의 작업물 및 문화적 영향을 고려한 분석입니다.### 가사 내용 분석가사에서 권력과 몰락의 테마가 두드러지게 나타납니다:- **""I used to rule the world""**: 한때 세계를 지배했던 권력자.- **""Seas would rise when I gave the word""**: 막강한 권력을 상징.- **""Now in the morning I sleep alone""**: 몰락과 외로움.- **""Revolutionaries wait for my head on a silver plate""**: 혁명이나 반란으로 인해 처형될 위기.- **""Just a puppet on a lonely string""**: 이제는 힘을 잃은 존재.### 추론 가능한 역사적 인물가사의 내용을 바탕으로 다음과 같은 인물들이 추론될 수 있습니다:1. *루이 16세 (Louis XVI)*   - 프랑스 혁명으로 인해 왕위에서 물러나고, 혁명가들에 의해 처형된 왕.   - ""Revolutionaries wait for my head on a silver plate"" 구절이 그의 처형을 연상시킴.2. *찰스 1세 (Charles I)*   - 영국 내전에서 패배하고, 처형된 영국의 왕.   - 그의 몰락은 영국 역사에서 중요한 사건으로, 권력의 상실과 처형이 가사와 연관될 수 있음.3. *나폴레옹 보나파르트 (Napoleon Bonaparte)*   - 유럽 대부분을 정복했으나, 결국 패배하고 유배된 프랑스의 지도자.   - 그의 권력과 몰락, 유배 생활이 가사와 맞아떨어짐.### 작곡가의 배경과 문화적 영향1. *Coldplay의 배경*   - Coldplay는 영국 출신 밴드로, 영국의 역사와 문학적 전통에서 영감을 받을 가능성이 큼.   - 특히 리드 싱어인 크리스 마틴은 다양한 역사적, 철학적 주제에 관심이 많음.2. *문화적 영향*   - **영국의 역사**: 영국의 역사에는 많은 왕들과 지도자들이 권력 투쟁과 몰락을 경험했음.     - 예를 들어, 영국 내전과 찰스 1세의 처형, 헨리 8세와 그의 왕비들, 리처드 3세 등.   - **프랑스 혁명**: 프랑스 혁명은 영국과 유럽 전역에 큰 영향을 미쳤으며, 루이 16세의 이야기는 널리 알려져 있음.### 결론Coldplay의 ""Viva la Vida""는 특정 인물의 시점을 명시하지 않고, 여러 역사적 인물의 경험을 포괄적으로 표현한 곡입니다. 그러나 가사의 내용을 토대로 루이 16세, 찰스 1세, 나폴레옹 보나파르트 등이 대표적인 예로 추론될 수 있습니다. 작곡가의 영국 배경과 문화적 영향을 고려할 때, 영국 역사에서 중요한 역할을 했던 찰스 1세가 유력한 후보 중 하나일 수 있습니다. 그럼에도 불구하고 이 노래는 권력의 무상함과 몰락의 보편적인 이야기를 상징적으로 담아낸 작품으로, 특정 인물 하나에 국한되지 않고 여러 역사적 상황과 연관될 수 있습니다."
O.Oforthe1,내 버킷리스트 중 하나... 콜드플레이 콘서트 가기
ansgust,말그대로 가슴이 웅장해지는 노래
lunajun2598,시. 소설같은 가사가 넘 멋집니다.우리나라도 사랑타령 좀 그만하고이런 멋진 곡이 좀 나왔음...
극미래지향적엔프티제,최고다. . 내인생 같아서
TK-wi3bh,한참 전에 본 영상인데.....코로나 확진되고나서 방구석에서 보니까 더 새롭네요...ㅠㅠ
돈이형님,우크라이나 전쟁 뉴스 접하며 매일 오게 되네요. 푸틴 아저씨 듣고 계신가요.
조-z5t,영국 3대밴드1.비틀즈2.퀸3.콜드플레이
yse2454,'2024년' 개추 눌러라
chozol9949,"I used to rule the world Seas would rise when I gave the word Now in the morning, I sleep alone Sweep the streets I used to own I used to roll the dice Feel the fear in my enemy's eyes Listen as the crowd would sing Now the old king is dead! Long live the king! One minute I held the key Next the walls were closed on me And I discovered that my castles stand Upon pillars of salt and pillars of sand I hear Jerusalem bells are ringing Roman Cavalry choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain Once you go there was never, never a honest word And that was when I ruled the world It was a wicked and wild wind Blew down the doors to let me in Shattered windows and the sound of drums People couldn't believe what I'd become Revolutionaries wait For my head on a silver plate Just a puppet on a lonely string Oh, who would ever want to be king? I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world Oh, oh, oh, oh, oh I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world"
치키챠-g7s,아~~우린 비바라비다 우린 비바라비다
명칸,진짜 가사 존나멋있다..
GoYounhazzang,와줘 제발..
10to92,가사 너무 좋아~~
마코민,TMi:이건 찬송이다.그렇다 CCL이다 곧 하나님이 이 노래에 주인공이다.크리스천 내 댓글에 손 들어 안들어?
yaku6295,이 노래 검색하는데 '콜드플레이 워어어'가 자동완성 목록에 있는거 미춰버릴거 같다 ㅋㅋㅋㅋ 그래요 나도 그렇게 왔어요
user-sirius3,viva la vida = 인생이여 만세
is-pv9zl,콜드플레이 노래들으면 왜캐 신나면서도 웅장하면서 뭔가 울컥하지? ㅠㅠ 노래가 너무 좋아서 그런가? 콜드플레이는 진짜 비틀즈 퀸에 이어서 최고의 밴드같다 보컬 크리스 마틴 목소리도 너무좋고 정말미쳤다~~
shnmewe,슬픈노래가 아닌데 ㅇ이상하게 들을 때마다 눈물나서 당황스러운 곡임
롯데리아케찹도둑,길 걸으면서 들으면 길에 레드카펫이 깔리는 느낌을 받을 수 있습니다!
user-mp-fgjdj-hbfj,탄핵 축하 내한공연 기대합니다
osanraven,역시 황석희야
옥암스트롱,웅장하다 ~~ 다시한번 내한해주길
JamesPark77777,문산군 물러날때 쓰이는 노래 ㄷㄷ 왕조시대를 끝내버리는 석열이형 입장곡ㅋㅋㅋ
krunner525,이맛에 커버곡을 못들어ㅠㅠㅠ
넵넵-i9t,0:56 저게 카이사르가 강 건너서 진군하기 전에 했던 말 때문에 저렇게 해석한건가요?
qydyydhqk,2024 손
Ganji_name,와 진짜 띵곡 인정...
당큰당큰-q4n,이건 못 참지
junghokim940,어제 라이브콘서트 봤는데이곡 부를 때 진짜 직관했음 좋았겠다 싶었어요 ㅠㅜ코로나 빨리 사라져버려라~
sieh1307,미술 시간에 쌤이 Viva La Vida 이서 노래가 있다고 틀어 줬는데 좋아서 계속 듣는 중
user-sirius3,이 영상을 보니 인생은 아직 살만한 가치가 있는 것 같다 소름
illililllliil,무심코 tv보다가 현대카드 광고에서 viva la vida 도입부만 나오는데 진짜 찌릿찌릿
김유석-y3b,지는해 처럼 단두대에 끌려가기 직전 왕의 심정을 표현한 노래라고 방금 kbs1 예썰의 전당 이라는 프로그램에서 알려주는것 듣고 살짝 충격 받았어요충격의 대부분은 제 무식함의 부끄러움 입니다
note5096,2:53 와 북치는 형 팔에 테이핑까지 하셨네 ㄷㄷ 진짜 보기민 해도 힘들다
billiene,듄2보고오니 가사가 다르게 들리네..  폴 서사 그 자체ㄷㄷ
chaconomy,신나면서도 장엄하고 묘하면서도 무서운 곡일세~~~~~저 높은 곳에 앉으면 진실은 존재하지 않는다네.....성베드로가 내이름을 부르지 않겠지~~♬
user-kv6gw9nn4z,"나는 진짜 이노래 북소리 종소리가 좋아서 계속 듣게된다 북소리 종소리 집중하고 북,종 치는 저 움직임이 너무 멋있다 물론 노래자체도 졸라좋고~~비바라비다 영상중 이게 젤조아"
jameslee9080,"그들은 우릴 벅차게 하며, 내 지금을 박차오르게 한다. 오늘날 최고의 미셔너리, 콜드플레이"
근손실스탑,"4월24일 예매성공 ㅜㅜ 24 ,25  연차씁니다"
누리보듬-k6x,거리두기 풀린기념 성지순례왔습니다!!올해부터 콘서트가도되나요!?!?제발 ㅜㅜ
1빠-p8d,2022년에 보러온 사람 손
JustSmallTracy,밸런스 맞추시느라 고생하셨겠어요 박카스 한병놔드려야겠네요
우소네코,잘듣고갑니다
ckqw,2022년에도 듣고 있는 사람?
상삭,한국에서 공연할때 진짜 모든 사람들이 따라부르고심지어 퇴장할때도 다같이 노래 붙르면서 나간게 기억남…ㄷㄷ
다-g1w,라이브로 꼭 듣고싶다
점점-c6n,"콜드플레이 정말 멋진 노래들로 가득한데~ 종종 라이브에선, 마틴이 여기저기 많이 움직이다 보니 viva la vida 후렴구 부분에서 호흡이 딸리는게 좀 아쉬울 때가 있더라고요 이번 영상도 그게 살짝 아쉽다면 아쉬운 부분 ㅠㅠ"
눈꽃천사-q9l,저런 공연 마치고 ... 혼자 조용한 방안에 들어가면 ... 그 공허함이 얼마나 클지 ...
얼음빵-n6n,이 무대 볼 때마다 움막상 듣기만 할 때는 그렇게 신나는데....
nature9857,콜드플레이 가 내년 4월에 한국에 내한한다네요
KimchiKimchiYoutube,대머리 아저씨 뭐지? 개고수 인데? 박자 지린다
파이포이,전주만 들어도 온 몸에 닭살이 다 돋는 노래는 이거 따라갈 곡 없음.
Ghhht-k8r,2025년에도 듣는 사람?일단 나
princessstar6080,최고야
brilliantcj1238,"이런게 가수고, 이런게 노래다!"
iro44,아 너무 좋다
홍윤식-m9g,와 그냥 존1나 멋있다 ㄷㄷ
초딩방송국,이노래 정말 최고다!
addictionuser,함성 소리가 노래의 일부분이 되는 순간
신돌이-n6j,"2:07  ""누나는 똥을 싸 냄비에"" 댓글 어디감 그거때메 계속 그렇게 들리는데"
채권자대위권,"시험기간, 밤새도록 공부하고 도서관 나오면서 일출 보며 듣던 노래"
soeonpark8849,진짜ㅜ 콘서트 기 빨려서 웬만한건 별 생각 없는데 이 노래만은 가서 목 터져라 부르고싶다 .. 공연도 너무 못가니까 가고싶고
joelpark4737,25년4월 콘서트가려고 공부하는사람 ️
닭둘기-t6j,북치는분 대단;;
Stevan-ll9fr,완전 내가 좋아하는 내노래네~~~^^
영브-t8r,나는 이노래가 너무 좋습니다
백서연-d5j,가사같은 사랑하고싶어지네
rich725644,늘 봐도  멋지다  ~
sjm2766,이거 루이16세가 프랑스혁명에서 처형당할때 입장에서 쓴건데 감미롭네
이은성-i2h1p,"드럼치는 윌 초창기땐 험악하긴해도(?) 머리 있었어요!!!피아노, 기타, 베이스까지 할줄알고 노래도 꽤 잘부르는 만능이라구요...ㅋㅋ"
행유부득반구저기,티켓팅 성공했네유~
밍밍-l7w1t,드디어 이걸 현장에서 듣는 날이 오다늬
hykk-kx6ml,2017년 4월 내한 절대 잊지 못한다 ㅠㅠ 그때 현장감은 아직도 기억나서 소름
LaynaTV-xk2nc,저 노래 너무 좋아 ㅠㅠㅠㅠㅠㅠ
rich725644,큰북  소리가  이렇게 좋았었는지  이제 알았다  영상 즐감했습니다  .감사합니다 콜드플레이최고
Kimseojin-n2v,내일 중학교 마지막 시험보러가는 중3입니다. 중학교 첫시험볼때부터 학교 가는길마다 이노래 들으면서 갔는데 마지막 시험보러갈때도 이노래 들으면서 가겠습니다.
junhyuklee6605,2025년 새 해 좋은 일만 가득하길모두 행복한 한 해 되세요
user-pp6dd8yn9n,이영상은 수도 없이 봤는데 볼때마다 벅차오르냐
작품하나-s1d,"미쳣다리  왓ㄱ다 갓음,,ㅎㅎㅎ"
nicoleseo1234,감동입니다
BlackCAp-g,오 가사번역 황석희님이네
masaibujok,"I used to rule the world Seas would rise when I gave the word Now in the morning, I sleep alone Sweep the streets I used to own I used to roll the dice Feel the fear in my enemy's eyes Listen as the crowd would sing Now the old king is dead! Long live the king! One minute I held the key Next the walls were closed on me And I discovered that my castles stand Upon pillars of salt and pillars of sand I hear Jerusalem bells are ringing Roman Cavalry choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain Once you go there was never, never a honest word And that was when I ruled the world It was a wicked and wild wind Blew down the doors to let me in Shattered windows and the sound of drums People couldn't believe what I'd become Revolutionaries wait For my head on a silver plate Just a puppet on a lonely string Oh, who would ever want to be king? I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world Oh, oh, oh, oh, oh I hear Jerusalem bells are ringing Roman Calvary choirs are singing Be my mirror, my sword and shield My missionaries in a foreign field For some reason I can't explain I know Saint Peter won't call my name Never an honest word But that was when I ruled the world"
shk961,어쩌다 최근에 처음 듣게 됬는데 진짜 온몸에 전율이 ㄷㄷ
pizza_333,문명 문화승리하고 들어야하는 노래
꺌꺌꺌-c8r,3모 보고 왔는데 우울한 마음이 싹 날아가네욤
bada9894,팝에 꽂히는 경우는 거의 없는데이 곡만큼은
wendykang9106,2023년 듣는 사람?
으으-e2l,"와,,, 진짜 해석 지린다,,, 바다도 내 명령에 물러서곤 했지,, 이거 직역하면 바다도 내말에 올라왔지인데,, 그리고 난 내 거리를 쓸었지를 내 것이었던 거리를 청소하네,, 해석 지린다,,그리고 난 주사위를 던지곤 했지 이건 직역인데 내가 진군을 명령하면 이게 맞지,, 이야 맞는말인데 왜이리 해석이 감동이냐,, 완벽하당내가 진군을 명령하니 적들은 두려움에 떨었지,,, 맞지 이게 맞지 지린다,,"
분석녀,오늘도 이노래 들으러 왔어요..아직 인생이 힘드네요 ㅎㅎ
eeeeass-jt1pe,콜드플레이 감사합니다 이노래 들으면 성공하고싶어서 공부하게됨️‍️‍️‍
user-zh6bm1hk8l,이게 내가 생각하는 진정한 팝스타 그냥 무대에 서있기만해도 아우라가 뿜어져 나오네
최로건-n1m,따라할 수 있는게 비록 우오와오오 밖에 없지만 제일 좋아하는 노래
황지희-w3h,노래가 너무 슬프다...
gyeommyu,콜드플레이 사랑해요
유신-n8u,노래 끝날때 까지 드럼 두두리고 있는 빡빡이 형님도 대단하네.
sun_1927,몸이 엄청나게 찌릿찌릿 합니다. 전율이 진짜 몸이 터질만큼 오네요...
쿼티오버,"""세상에서 제일 재밌는 찬송가"""
tom-cr5ty,이노래 넘 좋아
이진규-r1u,드디어 이 아저씨들이 25년에 한국에 옵니다....
user-dq4nl5pp5w,술마시며 듣기 좋다 너무 행복하다 이순간
saymiya25,조동사 used to 를 설명하기  좋은 가장 멋진 팝
vs2446,내년에 볼수 있을까?
user-kk2lq4tw8m,와...무슨 영화 끝날때 마지막에 나오는 엔딩장면 같다..
user-un6gd7od4l,가슴이 웅장해진다..
user-id1sj5lo8u40,내한을 했는데 왜 표를 못구했니ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ 이거 처음 볼 때 해외에 가서라도 무조건 공연 가겠다고 결심했었는데ㅠㅠㅠㅠ
안녕하숑숑숑숑,이것이야 말로 세기의 명곡
정몽몽,가사멜로디최고
띵-r6h,가사 정말 좋은데.......~☆☆☆☆☆
warew_of_waffle,무대에서 박수를 받으며 사는삶... 부럽다
efff7342,들을 때마다 가슴 벅차게 하는 노래
김김-p6v1q,혹시 보컬 입고있는옷은 어떻게 구하나여ㅠㅠㅠ
동동앵카,노래가 힘을나게 하네요
davidoh402,내년 4월에 떼창할 생각하니 가슴이 웅장해진다 ㅋㅋ
mytrue8763,good song
뚱냥이뚱뚱냥이,티켓팅 실패했으면 개추 ㅋㅋ
Link00610,와 진짜 비바라비다 떼창 너무 하고싶었는데 ㅠㅠ 너무기대된다
새벽아침-s2o,아~콘서트 가고 싶다언제쯤 맘편히 갈수 있을까
dnvkd92,이런 거 보면 눈물남
한바,형들 내 자리 있..겠지?
zzzpp,이게 2008년도 노래라는게 믿기지가 않음ㄷ
yeondalrae,2:33 와 소름이 쫙 돋는다
mjhhhhhhhhhh,고등학교 들어와서 또 들어요. 저 잠 좀 깰게요. 이 정도 투자는 괜찮겠죠
boradoriKK00,얼마나 멋질까 나도 가고싶다 저기
BlueViolet-01,'세상에서 가장 감미로운 Latte is horse'
wsgfs6682,소름 이런게진짜가수지..요즘은 방탄인지부탄인지 가수도아닌것들이 설치고잇으니 세상말세
Ntree88,"2024.08.24 15:47조회수 29,999,0563천만까지 1000회도 안남있다"
romeojjune,우크라이나에 평화가 온다면 꼭 그곳에서 공연해 주시길 부탁드립니다 !
문준석-s2q,오오오오오오오오오오 오오오오오오오 팝송쳤는데 기가 막히게 찾아주네ㅋㅋㅋㅋㅋ
user-vn8hq3mq7w,진짜 띵곡….
김하은-j7h,가슴이 웅장해져서 미치겠슴.. ㅜㅜ
재식박-s2c,와 샴페인과 함께 하는 시간이 되면 좋은걸요왜이노래를 들으면 슬퍼지나?헐땀뒤에
이은성-i2h1p,자꾸 드럼 치는 우리 윌 놀리시는데... 초창기땐 머리있었어요 ㅋㅋㅋㅋ 좀 험악하긴했지먼...
별팡,진짜...가수는.......좋겠다...ㅎ
카키-c5l,"이 노래 들을때마다 가사가 자기얘기 쓴건지 지어낸건지 궁금했는데 드디어 찾아봤다....Viva La Vida는 몰락한 왕의 비참한 최후를 담았으며, 정치적인 메세지를 던지는 우화의 형식을 한 곡이다. 생텍쥐페리의 어린 왕자에 나오는 왕을 모티브로 했지만, 이 곡의 뮤비에 등장한 왕은 역사 속의 실존 인물인 샤를 10세라는 점이 다르다.-출처: 나무위키결론: 자기 얘기는 아니었다..왠지 아쉽네"
모모-g7k,음악 창조하는거  천재들인거같음
awhsg17fh,노래 잘 하신다
Reclc,새해 첫노래
chuncheoncityboy,다양한 의견이 있습니다 저는 최근에 유퀴즈에 나온 황석희님이 떠올라 다시 여길 방문했습니다. 무슨 수식이 필요할까요? 그저 영상 제목에 있듯이 by 영화번역가 황석희  이 자체만으로 그의 존재감을 당당히 보여준거같습니다. 작가님이 여기를 볼지 안볼지 모르겠지만 멋있습니다 선배님
샤9993샤,그 때 우리는 콜드플레이의 시대를 살았다
희희-x8p,저렇게 무대에서 즐기는게 대단하다.. 난 애들 앞에서 노래 부르면 목소리 떨리는데..
davidjung7302,"이유 모를 전율, 콜드플레이 밴드 노래들은 다 좋지만 콘서트 라이브 영상과 함께 들으시면 더 좋답니다."
user-mz4yp9xq2l,"I used to rule the worldSeas would rise when I gave the wordNow in the morning I sleep aloneSweep the streets I used to ownI used to roll the diceFeel the fear in my enemy's eyesListen as the crowd would sing:""Now the old king is dead! Long live the king!""One minute I held the keyNext the walls were closed on meAnd I discovered that my castles standUpon pillars of salt, and pillars of sandI hear Jerusalem bells are ringingRoman calvary choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainOnce you know there was neverNever an honest wordThat was when I ruled the worldIt was the wicked and wild windBlew down the doors to let me inShattered windows and the sound of drumsPeople couldn't believe what I'd becomeRevolutionaries waitFor my head on a silver plateJust a puppet on a lonely stringOh, who would ever want to be king?I hear Jerusalem bells are ringingRoman calvary choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter won't call my nameNever an honest wordBut that was when I ruled the worldHear Jerusalem bells are ringingRoman calvary choirs are singingBe my mirror, my sword and shieldMy missionaries in a foreign fieldFor some reason I can't explainI know Saint Peter will call my nameNever an honest wordBut that was when I ruled the world"
콥등이-n3u,진짜 명곡+레전드 라이브
yongheekim1826,That was so relaxing when i was there
최선택-d7g,유튜브 뮤직이 있어 정말 다행이다 ㅜ.ㅜ
과연그럴까-i2x,이거 박자에 맞춰서 드럼치는척 하면 스트레스 다풀림
yeonboon2,진짜 최고다
lovelycoco717,이곡 열라 슬퍼
luxulee9407,신나는 비트에 서글픈 가사.그런데 응원이 됨.
강래현-z9h,아아아 비바라비다 비바라비다
전세영-p9s,노래 넘 신나고좋아용
빔빔-v1p,아니 황석희님 번역이었어?
jrbdhxhdueu,저때가 좋았지.....
여왕벌-r6i,영원하리라~~~
djvvb1,3:14 보컬이 따로 필요없는 그 장면
leetae007,같이 있고 싶다같이 부르고 싶다모두 즐거워 보인다
재섭임-m6i,레전드지 그냥
수-n4p,기빨릴때 ᆢ충전^^완료했습니다
TV-ko4nk,레전드!!
민병관-k4s,이거랑 this is me가 힘들때 들으면 진짜 눈물트리거임
정-f5o,음악이 맘에드는데 언어가다르니 내용을 잘모르겠는게안타깝다...번역기를 돌릴수있거나하면좋을텐데....가사번역감사해요~
